shipment_id,order_id,carrier,shipping_cost,delivery_days,status
18474,11853,GHN,72300,3,Delivered
18475,55593,DHL,-7700,2,Delivered
18476,51453,GHN,41300,2,Delivered
18477,47122,J&T,44900,8,Delivered
18478,10473,ViettelPost,19800,8,Delivered
18479,83520,GHN,48500,6,Delivered
18480,77105,DHL,74100,4,Delivered
18481,95081,GHN,81300,8,Delivered
18482,55096,J&T,64900,1,Late
18483,17448,DHL,48900,7,Delivered
18484,54613,ViettelPost,79400,7,Delivered
18485,55660,J&T,67000,1,Late
18486,15025,DHL,62800,3,Delivered
18487,81985,GHN,85000,3,Delivered
18488,7562,J&T,67000,4,Lost
18489,81117,ViettelPost,122200,4,Delivered
18490,73880,GHN,77200,4,Delivered
18491,5159,GHN,63000,2,Delivered
18492,63169,DHL,18900,6,Delivered
18493,12428,GHN,49800,4,Delivered
18494,16495,ViettelPost,67400,6,Delivered
18495,51306,J&T,27000,7,Delivered
18496,54015,ViettelPost,49900,7,Delivered
18497,55907,J&T,73900,5,Delivered
18498,33833,GHN,44900,6,Delivered
18499,37221,J&T,56700,9,Delivered
18500,3968,J&T,43300,7,Delivered
18501,78840,J&T,31500,2,Delivered
18502,16170,J&T,20400,2,Delivered
18503,7140,ViettelPost,29800,9,Delivered
18504,76330,J&T,69700,6,Delivered
18505,78191,J&T,51900,2,Delivered
18506,14466,DHL,76600,8,Delivered
18507,46698,J&T,10400,6,Late
18508,71633,J&T,82900,5,Delivered
18509,9667,ViettelPost,43000,3,Late
18510,90898,GHN,48200,9,Delivered
18511,54066,DHL,63300,9,Delivered
18512,3348,ViettelPost,41400,1,Delivered
18513,43375,DHL,35700,2,Delivered
18514,34251,DHL,68700,7,Delivered
18515,14548,GHN,29000,5,Delivered
18516,45511,DHL,50200,2,Delivered
18517,88155,J&T,40400,7,Delivered
18518,92907,DHL,17200,8,Delivered
18519,72958,GHN,24300,3,Delivered
18520,19463,J&T,21300,2,Delivered
18521,31401,ViettelPost,69000,2,Lost
18522,62472,DHL,70500,4,Delivered
18523,24845,J&T,55400,5,Delivered
18524,28494,GHN,45300,6,Late
18525,59770,DHL,41500,9,Delivered
18526,29099,J&T,68100,6,Delivered
18527,35983,DHL,19200,2,Delivered
18528,93112,GHN,52700,5,Delivered
18529,2728,DHL,45400,3,Late
18530,9557,ViettelPost,53200,7,Late
18531,2479,DHL,49600,2,Delivered
18532,44922,GHN,53900,1,Delivered
18533,42187,GHN,11700,8,Delivered
18534,26733,GHN,76200,4,Late
18535,14887,J&T,55600,5,Delivered
18536,65234,ViettelPost,44800,4,Delivered
18537,96546,ViettelPost,51700,1,Late
18538,93400,GHN,27100,7,Delivered
18539,59615,ViettelPost,71900,9,Delivered
18540,54431,GHN,29800,3,Lost
18541,32320,ViettelPost,79500,2,Delivered
18542,49985,DHL,23900,8,Delivered
18543,26016,J&T,73100,6,Delivered
18544,1173,GHN,49400,4,Delivered
18545,3745,J&T,82900,2,Delivered
18546,51302,GHN,49600,1,Delivered
18547,39539,DHL,56600,5,Delivered
18548,96192,GHN,38800,6,Delivered
18549,78888,GHN,27600,2,Delivered
18550,65387,GHN,45700,2,Delivered
18551,89506,DHL,45500,6,Delivered
18552,1415,GHN,53800,4,Late
18553,55833,GHN,80700,6,Delivered
18554,64590,ViettelPost,32600,3,Delivered
18555,21846,J&T,50200,9,Delivered
18556,13164,J&T,70600,3,Delivered
18557,94402,GHN,49300,2,Delivered
18558,47136,ViettelPost,56800,8,Late
18559,20103,J&T,56200,6,Delivered
18560,33035,GHN,6800,3,Delivered
18561,26395,GHN,34300,7,Delivered
18562,42000,GHN,44700,5,Delivered
18563,26895,ViettelPost,17200,2,Delivered
18564,68780,J&T,36900,1,Late
18565,71203,DHL,54600,2,Late
18566,268,ViettelPost,30400,4,Delivered
18567,62392,GHN,45600,3,Delivered
18568,51073,DHL,44200,4,Delivered
18569,72504,ViettelPost,53100,4,Delivered
18570,58009,GHN,51300,3,Delivered
18571,41405,DHL,63400,1,Delivered
18572,15625,J&T,32500,8,Delivered
18573,47532,DHL,56800,2,Delivered
18574,79390,ViettelPost,89300,9,Delivered
18575,67305,DHL,40400,6,Delivered
18576,55264,ViettelPost,43800,4,Late
18577,97676,J&T,59400,1,Lost
18578,48629,J&T,68200,5,Delivered
18579,37490,DHL,60900,2,Delivered
18580,17164,GHN,63900,7,Delivered
18581,87040,DHL,40400,3,Late
18582,79171,GHN,37600,2,Delivered
18583,80102,DHL,42100,4,Delivered
18584,80836,J&T,33800,7,Delivered
18585,7607,ViettelPost,34000,6,Delivered
18586,6697,GHN,57300,5,Delivered
18587,54489,ViettelPost,26800,2,Late
18588,28875,DHL,71000,7,Delivered
18589,98019,GHN,22200,1,Delivered
18590,70814,ViettelPost,9500,1,Delivered
18591,33667,J&T,57700,5,Delivered
18592,63543,GHN,83700,6,Late
18593,93142,J&T,48000,4,Delivered
18594,43816,GHN,56200,7,Delivered
18595,32217,J&T,74500,5,Delivered
18596,74502,J&T,68400,3,Delivered
18597,13441,DHL,36600,5,Delivered
18598,53263,ViettelPost,34700,8,Delivered
18599,6406,ViettelPost,66000,6,Delivered
18600,4964,ViettelPost,45800,9,Delivered
18601,20181,DHL,23800,2,Delivered
18602,46500,ViettelPost,52700,6,Delivered
18603,78732,DHL,37600,4,Delivered
18604,3240,GHN,47300,8,Lost
18605,58006,J&T,68600,1,Delivered
18606,16691,J&T,32300,8,Delivered
18607,83709,DHL,14800,4,Delivered
18608,93517,DHL,40600,9,Delivered
18609,16514,ViettelPost,58600,9,Delivered
18610,89229,ViettelPost,13200,2,Delivered
18611,32821,GHN,39500,6,Delivered
18612,82139,GHN,70400,9,Delivered
18613,28350,GHN,62100,4,Delivered
18614,27813,ViettelPost,57600,6,Delivered
18615,24687,J&T,52100,7,Delivered
18616,2036,J&T,5700,8,Delivered
18617,42980,ViettelPost,61400,4,Delivered
18618,2051,GHN,20700,2,Delivered
18619,57238,ViettelPost,64800,6,Delivered
18620,5382,DHL,67900,4,Delivered
18621,77476,J&T,73700,4,Delivered
18622,72511,DHL,70200,1,Delivered
18623,81971,DHL,49900,3,Delivered
18624,88406,J&T,57500,8,Delivered
18625,87535,GHN,39100,2,Delivered
18626,37728,J&T,75300,7,Delivered
18627,47698,ViettelPost,44000,4,Delivered
18628,35652,ViettelPost,54800,9,Delivered
18629,45526,GHN,49800,3,Delivered
18630,23728,GHN,27000,1,Delivered
18631,79222,DHL,51500,2,Delivered
18632,49201,ViettelPost,60400,1,Delivered
18633,41062,GHN,73900,5,Delivered
18634,17813,J&T,66000,4,Delivered
18635,79182,GHN,46900,9,Delivered
18636,94753,ViettelPost,78900,1,Delivered
18637,63304,GHN,74300,5,Delivered
18638,38599,GHN,26100,3,Delivered
18639,98942,DHL,50100,4,Delivered
18640,95416,DHL,7700,6,Delivered
18641,37502,GHN,67700,5,Delivered
18642,97386,J&T,63900,6,Delivered
18643,37126,ViettelPost,54800,6,Late
18644,86509,J&T,60500,5,Delivered
18645,51015,GHN,37200,5,Delivered
18646,79010,GHN,-3200,5,Delivered
18647,35208,J&T,54600,5,Delivered
18648,19071,ViettelPost,32200,5,Late
18649,37466,ViettelPost,66400,2,Delivered
18650,19115,ViettelPost,42200,9,Delivered
18651,96301,DHL,40200,7,Delivered
18652,38135,ViettelPost,82400,5,Delivered
18653,51842,GHN,34200,8,Delivered
18654,61690,J&T,51600,5,Delivered
18655,59327,ViettelPost,32400,8,Delivered
18656,56262,DHL,56700,8,Late
18657,82066,DHL,28700,5,Delivered
18658,98036,GHN,83700,6,Delivered
18659,75503,J&T,32400,3,Lost
18660,65453,DHL,68200,1,Delivered
18661,53951,DHL,33900,1,Delivered
18662,97223,GHN,44200,3,Late
18663,86949,J&T,15900,9,Delivered
18664,65377,ViettelPost,52100,6,Delivered
18665,90957,GHN,40700,3,Delivered
18666,38860,GHN,48500,4,Delivered
18667,53665,ViettelPost,68000,7,Delivered
18668,15637,ViettelPost,51600,9,Delivered
18669,37019,GHN,81100,8,Delivered
18670,18228,GHN,26500,8,Late
18671,53892,GHN,41800,8,Delivered
18672,24626,ViettelPost,-5400,4,Delivered
18673,92037,J&T,2800,4,Delivered
18674,15961,J&T,86900,3,Delivered
18675,89830,J&T,74000,2,Delivered
18676,84161,J&T,45400,-1,Delivered
18677,31708,J&T,71200,2,Delivered
18678,11230,ViettelPost,67800,5,Delivered
18679,65766,J&T,76400,5,Late
18680,83575,GHN,41900,6,Late
18681,15527,DHL,32200,9,Lost
18682,84178,DHL,44300,4,Delivered
18683,86136,GHN,68900,3,Delivered
18684,32649,J&T,39000,6,Delivered
18685,59796,J&T,64500,6,Delivered
18686,95432,DHL,64200,8,Delivered
18687,55513,J&T,47200,6,Delivered
18688,93222,J&T,31200,7,Delivered
18689,31462,ViettelPost,68600,3,Delivered
18690,63531,DHL,24100,5,Late
18691,84788,DHL,41700,2,Delivered
18692,5218,DHL,60600,8,Delivered
18693,25397,ViettelPost,42200,8,Delivered
18694,66751,DHL,95400,3,Delivered
18695,23101,ViettelPost,58500,4,Delivered
18696,75777,J&T,42700,1,Late
18697,71438,DHL,69300,3,Late
18698,55776,GHN,67800,1,Delivered
18699,49825,GHN,26200,4,Delivered
18700,16723,J&T,43200,8,Delivered
18701,70114,GHN,40000,2,Delivered
18702,72241,GHN,18000,1,Delivered
18703,78144,GHN,61000,-1,Delivered
18704,37635,DHL,42300,3,Delivered
18705,92442,DHL,77000,1,Late
18706,10241,GHN,66700,5,Delivered
18707,70977,J&T,48900,5,Delivered
18708,32935,GHN,78400,3,Delivered
18709,13031,DHL,63800,7,Delivered
18710,35528,ViettelPost,63500,2,Lost
18711,43796,ViettelPost,50800,6,Delivered
18712,61612,J&T,56500,6,Delivered
18713,28000,GHN,55700,3,Delivered
18714,39682,J&T,40400,9,Delivered
18715,25107,DHL,45900,5,Delivered
18716,98664,DHL,28700,5,Delivered
18717,17486,ViettelPost,20900,3,Delivered
18718,96824,ViettelPost,53200,5,Lost
18719,28617,ViettelPost,49900,1,Delivered
18720,18538,GHN,79300,2,Delivered
18721,95711,ViettelPost,41900,-1,Delivered
18722,14389,DHL,52300,3,Late
18723,33695,ViettelPost,19100,6,Delivered
18724,18940,ViettelPost,61800,1,Delivered
18725,66435,DHL,45400,6,Delivered
18726,77540,J&T,89600,7,Late
18727,11014,ViettelPost,65500,8,Delivered
18728,81491,DHL,37800,8,Delivered
18729,53821,GHN,59700,4,Late
18730,43007,GHN,43200,7,Late
18731,93518,GHN,62600,5,Delivered
18732,10305,ViettelPost,56800,4,Delivered
18733,50747,DHL,40100,3,Delivered
18734,6356,J&T,59900,6,Delivered
18735,35151,ViettelPost,74400,3,Delivered
18736,3878,GHN,68000,5,Delivered
18737,22080,DHL,29800,6,Delivered
18738,37121,GHN,18100,3,Late
18739,7112,ViettelPost,42700,7,Delivered
18740,17483,J&T,51800,8,Delivered
18741,68635,ViettelPost,53000,9,Delivered
18742,76613,J&T,68800,4,Delivered
18743,26775,ViettelPost,65700,6,Delivered
18744,53991,J&T,62300,4,Delivered
18745,41231,DHL,55300,2,Delivered
18746,45915,GHN,41100,7,Lost
18747,71424,GHN,39100,3,Late
18748,4564,DHL,66900,6,Delivered
18749,56277,ViettelPost,34000,7,Delivered
18750,78096,DHL,48300,8,Delivered
18751,10098,ViettelPost,58200,3,Delivered
18752,64367,ViettelPost,48800,4,Delivered
18753,47254,J&T,45600,1,Delivered
18754,70862,J&T,38800,1,Delivered
18755,88998,ViettelPost,59200,3,Delivered
18756,46384,ViettelPost,69900,9,Late
18757,79869,J&T,35000,4,Delivered
18758,17928,DHL,60000,1,Delivered
18759,63426,J&T,32400,8,Delivered
18760,27772,DHL,56700,9,Delivered
18761,94744,J&T,32300,3,Delivered
18762,62783,DHL,32500,5,Late
18763,88206,GHN,95900,9,Delivered
18764,45947,ViettelPost,109900,2,Delivered
18765,65444,GHN,89400,1,Delivered
18766,10449,J&T,67600,8,Delivered
18767,28904,J&T,64300,7,Delivered
18768,27650,GHN,35900,8,Delivered
18769,64541,J&T,29800,8,Delivered
18770,19501,GHN,31100,5,Delivered
18771,19950,ViettelPost,45900,7,Delivered
18772,53412,GHN,38700,8,Delivered
18773,35693,ViettelPost,49200,3,Late
18774,62244,ViettelPost,24400,3,Delivered
18775,89568,ViettelPost,56200,7,Delivered
18776,29134,GHN,57600,1,Late
18777,56190,GHN,58800,2,Delivered
18778,12319,ViettelPost,38000,1,Delivered
18779,17604,GHN,77500,6,Late
18780,73286,DHL,91400,8,Delivered
18781,99256,ViettelPost,65700,6,Delivered
18782,15405,GHN,41800,8,Delivered
18783,16265,J&T,67900,7,Delivered
18784,96184,J&T,54500,-1,Delivered
18785,45973,ViettelPost,40700,8,Late
18786,40477,J&T,45100,9,Late
18787,68426,GHN,35900,6,Delivered
18788,69643,DHL,22300,1,Delivered
18789,46592,ViettelPost,59200,1,Delivered
18790,97167,J&T,40200,2,Delivered
18791,20522,GHN,45600,4,Delivered
18792,94156,GHN,46400,7,Delivered
18793,36093,GHN,47300,7,Delivered
18794,45568,J&T,45800,3,Delivered
18795,12747,ViettelPost,54600,9,Delivered
18796,23356,GHN,5200,5,Delivered
18797,44589,DHL,17700,7,Delivered
18798,37279,ViettelPost,64800,9,Delivered
18799,55751,ViettelPost,54100,3,Delivered
18800,48087,J&T,-3000,9,Delivered
18801,24807,GHN,40800,5,Late
18802,50575,GHN,46300,2,Delivered
18803,57122,GHN,26300,1,Delivered
18804,16494,GHN,60900,5,Delivered
18805,45774,DHL,24300,7,Delivered
18806,96242,ViettelPost,28100,4,Delivered
18807,78547,GHN,54800,8,Delivered
18808,47272,DHL,56500,4,Delivered
18809,53108,J&T,29200,5,Delivered
18810,60349,GHN,59900,3,Delivered
18811,99499,DHL,43900,6,Delivered
18812,79225,GHN,24100,3,Delivered
18813,330,ViettelPost,61700,4,Late
18814,85272,ViettelPost,46900,2,Delivered
18815,4095,ViettelPost,66400,4,Delivered
18816,90082,J&T,43200,4,Delivered
18817,32105,ViettelPost,35900,6,Delivered
18818,74085,GHN,35200,3,Delivered
18819,75625,DHL,47500,7,Delivered
18820,96410,DHL,63000,8,Delivered
18821,72999,J&T,27000,7,Delivered
18822,72829,GHN,50900,3,Delivered
18823,42461,DHL,77900,2,Delivered
18824,66601,DHL,59900,7,Delivered
18825,5487,GHN,24200,5,Delivered
18826,62275,J&T,67000,9,Delivered
18827,87316,ViettelPost,56600,7,Delivered
18828,39401,DHL,68000,8,Late
18829,6803,J&T,33600,7,Delivered
18830,65456,DHL,53100,7,Delivered
18831,86365,DHL,62600,8,Delivered
18832,41722,J&T,32800,9,Delivered
18833,27298,J&T,101800,2,Delivered
18834,79802,J&T,62100,5,Late
18835,22304,ViettelPost,25500,2,Late
18836,40193,J&T,38000,8,Delivered
18837,23980,ViettelPost,11500,4,Late
18838,75529,GHN,52500,5,Delivered
18839,5860,ViettelPost,50700,5,Late
18840,13181,ViettelPost,33800,5,Delivered
18841,73349,J&T,39000,6,Delivered
18842,89928,GHN,69300,4,Delivered
18843,78482,J&T,24500,5,Delivered
18844,50663,GHN,31900,9,Delivered
18845,93947,GHN,1100,3,Delivered
18846,10145,ViettelPost,56300,8,Delivered
18847,9630,GHN,44900,1,Delivered
18848,64026,DHL,61300,1,Delivered
18849,3268,ViettelPost,78500,1,Late
18850,63942,ViettelPost,32300,5,Delivered
18851,62895,GHN,65600,7,Delivered
18852,2177,J&T,24200,1,Delivered
18853,69227,DHL,66400,4,Delivered
18854,51455,J&T,56600,6,Delivered
18855,4736,ViettelPost,30300,5,Late
18856,453,J&T,86200,2,Delivered
18857,24470,DHL,65400,7,Delivered
18858,57667,J&T,69600,4,Delivered
18859,50108,GHN,44900,7,Delivered
18860,30585,GHN,48900,6,Delivered
18861,1837,GHN,37100,4,Delivered
18862,88350,J&T,65900,5,Late
18863,88946,DHL,45800,6,Late
18864,6805,DHL,60000,1,Delivered
18865,27802,J&T,34300,8,Late
18866,22118,J&T,33300,6,Delivered
18867,67936,ViettelPost,51400,5,Delivered
18868,41418,DHL,42500,9,Delivered
18869,90244,GHN,55200,7,Late
18870,71247,ViettelPost,55700,7,Late
18871,12789,DHL,66900,7,Delivered
18872,347,DHL,27300,4,Delivered
18873,43878,ViettelPost,55400,1,Lost
18874,60848,ViettelPost,77900,8,Delivered
18875,16874,J&T,75400,4,Late
18876,23052,ViettelPost,35900,1,Delivered
18877,61839,GHN,49500,3,Delivered
18878,98463,ViettelPost,60600,4,Delivered
18879,99848,GHN,73000,6,Delivered
18880,1826,DHL,40900,5,Delivered
18881,61920,ViettelPost,38500,2,Delivered
18882,74905,GHN,46600,2,Lost
18883,60787,ViettelPost,49900,2,Late
18884,16362,GHN,51800,9,Late
18885,65935,GHN,60300,8,Delivered
18886,28972,DHL,49300,7,Delivered
18887,68015,GHN,10200,6,Delivered
18888,24459,J&T,53000,8,Lost
18889,43620,GHN,68100,4,Delivered
18890,36133,J&T,40700,1,Delivered
18891,5498,DHL,61600,6,Late
18892,65173,J&T,32900,3,Delivered
18893,39340,GHN,56800,6,Late
18894,39358,DHL,22000,2,Late
18895,65175,ViettelPost,62600,7,Delivered
18896,72056,DHL,67200,4,Late
18897,74274,DHL,70100,3,Delivered
18898,10733,ViettelPost,81400,1,Delivered
18899,67805,ViettelPost,31500,2,Delivered
18900,31449,DHL,16100,5,Delivered
18901,19670,ViettelPost,44900,5,Delivered
18902,50425,DHL,38600,7,Delivered
18903,66073,J&T,25600,7,Delivered
18904,77183,J&T,53300,9,Delivered
18905,87643,ViettelPost,44700,9,Delivered
18906,92805,GHN,16000,6,Delivered
18907,96105,J&T,66100,5,Delivered
18908,55466,GHN,54800,8,Delivered
18909,92184,GHN,-12700,8,Late
18910,45209,GHN,26000,4,Delivered
18911,27377,ViettelPost,25600,9,Delivered
18912,52194,GHN,47300,2,Delivered
18913,3608,DHL,42800,8,Delivered
18914,11728,GHN,66800,5,Delivered
18915,71175,ViettelPost,75000,6,Delivered
18916,78836,ViettelPost,37400,7,Delivered
18917,5719,ViettelPost,41500,5,Late
18918,81674,ViettelPost,82700,9,Delivered
18919,51137,ViettelPost,39600,3,Delivered
18920,84191,ViettelPost,56900,4,Delivered
18921,85303,ViettelPost,26200,5,Delivered
18922,7384,GHN,78100,7,Delivered
18923,64013,J&T,52600,4,Delivered
18924,40672,ViettelPost,43600,1,Delivered
18925,16954,DHL,41600,2,Delivered
18926,5852,ViettelPost,81400,8,Delivered
18927,64966,J&T,36800,8,Delivered
18928,25160,ViettelPost,80800,5,Delivered
18929,34393,GHN,46500,3,Delivered
18930,73483,DHL,101400,7,Delivered
18931,602,DHL,62600,4,Late
18932,14965,ViettelPost,42500,3,Delivered
18933,95944,GHN,80100,9,Delivered
18934,15018,J&T,27200,1,Delivered
18935,18382,J&T,36900,3,Delivered
18936,94380,GHN,72400,2,Delivered
18937,94489,ViettelPost,15900,9,Delivered
18938,65301,DHL,64200,1,Delivered
18939,58011,J&T,23400,6,Delivered
18940,80624,DHL,75800,6,Delivered
18941,11663,J&T,15000,4,Delivered
18942,60416,GHN,101400,9,Delivered
18943,74323,GHN,52500,-1,Delivered
18944,10869,DHL,66500,9,Delivered
18945,17188,DHL,57700,6,Delivered
18946,41242,J&T,32900,5,Delivered
18947,71837,J&T,71900,4,Delivered
18948,24198,J&T,83100,5,Delivered
18949,15427,DHL,64600,6,Delivered
18950,98457,DHL,42700,3,Delivered
18951,79693,ViettelPost,35300,5,Delivered
18952,69527,GHN,37300,4,Delivered
18953,37000,DHL,36600,4,Delivered
18954,72843,ViettelPost,54800,3,Delivered
18955,48612,J&T,45300,5,Late
18956,81829,GHN,58700,6,Delivered
18957,94194,J&T,54400,7,Delivered
18958,11773,ViettelPost,56900,9,Delivered
18959,71464,DHL,73200,2,Delivered
18960,10853,GHN,67100,4,Delivered
18961,35020,J&T,38200,9,Late
18962,90251,DHL,35100,9,Delivered
18963,81986,GHN,55100,1,Delivered
18964,82320,J&T,57500,1,Delivered
18965,66175,ViettelPost,51600,2,Delivered
18966,42286,ViettelPost,56700,4,Delivered
18967,58566,ViettelPost,71900,5,Delivered
18968,75469,ViettelPost,21800,8,Delivered
18969,54727,GHN,27100,1,Delivered
18970,79772,ViettelPost,51500,7,Delivered
18971,36511,J&T,32400,7,Delivered
18972,60969,GHN,49700,3,Delivered
18973,50732,J&T,86200,1,Delivered
18974,25442,J&T,41200,2,Delivered
18975,59361,GHN,60200,6,Delivered
18976,74980,ViettelPost,16500,9,Delivered
18977,88190,J&T,57800,2,Delivered
18978,16815,DHL,80800,6,Late
18979,31811,DHL,51800,7,Delivered
18980,66869,DHL,39500,1,Delivered
18981,4207,GHN,66100,9,Delivered
18982,11968,GHN,-6200,8,Late
18983,33518,GHN,73000,2,Lost
18984,23445,DHL,96400,1,Late
18985,68094,DHL,43000,8,Delivered
18986,772,J&T,55100,7,Late
18987,73347,GHN,61700,2,Delivered
18988,92275,DHL,55000,7,Delivered
18989,93645,GHN,79600,7,Delivered
18990,79447,DHL,58400,1,Delivered
18991,96478,GHN,42300,5,Delivered
18992,31526,ViettelPost,58400,2,Delivered
18993,46407,J&T,81300,2,Delivered
18994,9950,J&T,61100,1,Late
18995,43225,GHN,36000,9,Delivered
18996,48463,DHL,50600,6,Delivered
18997,84416,J&T,57600,2,Delivered
18998,53322,ViettelPost,38100,6,Delivered
18999,16809,GHN,33800,8,Late
19000,4876,DHL,52800,4,Delivered
19001,26980,GHN,20000,7,Delivered
19002,595,J&T,49500,4,Delivered
19003,39656,DHL,44500,3,Delivered
19004,98801,GHN,33600,5,Late
19005,95867,J&T,18200,6,Delivered
19006,35688,DHL,62700,8,Delivered
19007,34903,DHL,88400,5,Delivered
19008,54702,DHL,75700,3,Delivered
19009,14948,DHL,23500,5,Delivered
19010,9822,J&T,56800,6,Delivered
19011,60531,DHL,42400,8,Delivered
19012,10324,ViettelPost,52200,1,Delivered
19013,9381,DHL,52600,6,Late
19014,99290,DHL,45100,1,Delivered
19015,93202,DHL,62400,4,Delivered
19016,64790,DHL,77800,2,Delivered
19017,78777,DHL,25800,1,Delivered
19018,84987,J&T,70000,4,Delivered
19019,71388,ViettelPost,31700,1,Delivered
19020,81202,ViettelPost,47200,4,Delivered
19021,3696,GHN,45000,5,Delivered
19022,69840,GHN,54800,5,Delivered
19023,64207,ViettelPost,23300,4,Delivered
19024,97050,ViettelPost,20600,4,Delivered
19025,75370,DHL,54700,6,Delivered
19026,90119,GHN,49900,9,Delivered
19027,69540,ViettelPost,47700,2,Delivered
19028,75692,GHN,37000,7,Delivered
19029,35039,GHN,48900,9,Delivered
19030,53792,DHL,31100,7,Delivered
19031,7226,DHL,56900,4,Delivered
19032,21592,ViettelPost,44500,5,Delivered
19033,518,J&T,71500,9,Delivered
19034,76423,ViettelPost,51500,5,Delivered
19035,47012,DHL,50600,3,Late
19036,69759,J&T,33000,3,Late
19037,67210,GHN,73200,9,Late
19038,70436,DHL,43800,1,Delivered
19039,78851,DHL,61000,6,Delivered
19040,63132,J&T,53300,4,Delivered
19041,27723,J&T,54700,8,Delivered
19042,93518,DHL,50200,2,Delivered
19043,9694,J&T,-3500,9,Delivered
19044,61154,GHN,29200,1,Delivered
19045,95132,J&T,33600,5,Delivered
19046,20673,GHN,39600,1,Delivered
19047,62855,DHL,52400,7,Delivered
19048,90197,ViettelPost,6300,6,Delivered
19049,51310,DHL,67700,3,Delivered
19050,66341,DHL,72400,8,Delivered
19051,20643,ViettelPost,93100,6,Delivered
19052,66609,DHL,32600,8,Delivered
19053,80042,GHN,47200,5,Delivered
19054,82359,ViettelPost,44000,3,Delivered
19055,2581,ViettelPost,63200,2,Delivered
19056,90755,ViettelPost,35000,9,Delivered
19057,68254,DHL,40800,4,Delivered
19058,84636,ViettelPost,87000,6,Delivered
19059,16783,GHN,47800,4,Delivered
19060,78062,J&T,82900,3,Delivered
19061,72723,ViettelPost,40700,8,Delivered
19062,31110,ViettelPost,50400,8,Delivered
19063,56878,ViettelPost,51800,7,Late
19064,96558,ViettelPost,21600,6,Delivered
19065,63944,DHL,82000,8,Delivered
19066,45448,GHN,34600,7,Delivered
19067,89728,ViettelPost,62200,6,Delivered
19068,23060,ViettelPost,16800,5,Delivered
19069,7226,GHN,33200,4,Delivered
19070,67477,GHN,48500,7,Delivered
19071,89869,GHN,61100,9,Delivered
19072,88206,DHL,14500,2,Delivered
19073,89630,ViettelPost,68100,9,Delivered
19074,48671,J&T,48800,5,Delivered
19075,74201,ViettelPost,35300,5,Delivered
19076,44634,ViettelPost,68300,7,Delivered
19077,81540,ViettelPost,29300,9,Late
19078,87563,DHL,49200,3,Delivered
19079,47763,GHN,90700,8,Delivered
19080,82264,DHL,37200,9,Delivered
19081,14435,GHN,62400,5,Delivered
19082,13956,ViettelPost,41800,1,Delivered
19083,60660,GHN,74300,9,Delivered
19084,15161,DHL,69600,3,Delivered
19085,99602,J&T,11500,8,Delivered
19086,53235,ViettelPost,56700,3,Delivered
19087,90568,J&T,70100,8,Delivered
19088,17157,GHN,30500,8,Late
19089,92289,DHL,40700,8,Delivered
19090,86996,GHN,17200,1,Delivered
19091,97428,ViettelPost,32900,6,Delivered
19092,68019,DHL,28800,3,Delivered
19093,98327,ViettelPost,45900,1,Delivered
19094,47164,J&T,33100,8,Delivered
19095,24563,ViettelPost,36500,3,Delivered
19096,44218,J&T,63100,6,Delivered
19097,15362,ViettelPost,74000,2,Late
19098,8967,DHL,86200,5,Delivered
19099,73644,GHN,50700,4,Delivered
19100,82829,J&T,32400,8,Delivered
19101,45820,ViettelPost,28300,6,Late
19102,36586,GHN,23100,7,Late
19103,4010,J&T,70400,2,Delivered
19104,98320,J&T,68200,3,Late
19105,1710,ViettelPost,68700,3,Late
19106,89938,DHL,91200,7,Delivered
19107,51992,ViettelPost,28300,3,Delivered
19108,50649,GHN,55400,9,Delivered
19109,62713,DHL,61200,3,Delivered
19110,62845,GHN,28700,4,Delivered
19111,52669,GHN,61900,7,Delivered
19112,36612,J&T,23000,5,Delivered
19113,36937,ViettelPost,51200,8,Delivered
19114,80213,GHN,58000,7,Delivered
19115,20198,ViettelPost,40600,5,Late
19116,48091,J&T,60800,6,Delivered
19117,91180,J&T,60100,8,Delivered
19118,98413,GHN,51400,1,Delivered
19119,18461,ViettelPost,49300,9,Delivered
19120,5933,J&T,70300,9,Late
19121,81063,ViettelPost,16000,3,Delivered
19122,66697,DHL,79100,5,Delivered
19123,2360,GHN,41700,3,Delivered
19124,58953,J&T,57600,4,Delivered
19125,87855,J&T,82800,9,Delivered
19126,42665,ViettelPost,48600,2,Late
19127,50107,DHL,56800,2,Delivered
19128,29759,DHL,57100,4,Delivered
19129,63620,ViettelPost,29500,6,Delivered
19130,46078,J&T,50900,4,Late
19131,17354,J&T,-1700,7,Delivered
19132,1921,ViettelPost,54200,7,Delivered
19133,24432,ViettelPost,24800,6,Delivered
19134,40941,J&T,55800,1,Delivered
19135,32615,DHL,39800,7,Late
19136,48055,ViettelPost,32000,1,Delivered
19137,65596,GHN,35500,5,Late
19138,62198,DHL,60100,8,Delivered
19139,37670,ViettelPost,27500,1,Delivered
19140,22325,J&T,42200,6,Delivered
19141,23004,GHN,38200,9,Late
19142,69861,ViettelPost,35800,4,Delivered
19143,57744,GHN,103400,9,Delivered
19144,77633,GHN,55100,8,Delivered
19145,46293,J&T,50600,7,Delivered
19146,90401,DHL,53400,7,Delivered
19147,59697,DHL,46900,1,Late
19148,34520,GHN,36600,1,Delivered
19149,9062,DHL,63100,5,Delivered
19150,31408,GHN,56000,3,Delivered
19151,67564,ViettelPost,35700,5,Delivered
19152,13617,GHN,44400,9,Delivered
19153,32700,GHN,47700,8,Delivered
19154,22968,DHL,56200,2,Delivered
