order_id,customer_id,order_date,origin,destination,order_value
30442,2394,05/04/2024,DN,CT,6030000
30443,14092,05/31/2024,HCM,HN,4172000
30444,2051,09/24/2024,DN,CT,4932000
30445,3122,08/18/2024,CT,DN,4576000
30446,9117,10/23/2024,DN,HCM,4585000
30447,4972,12/26/2024,HCM,DN,3689000
30448,11768,04/22/2024,DN,CT,6450000
30449,3355,12/29/2024,DN,CT,8491000
30450,4475,10/05/2024,DN,HN,7219000
30451,3398,03/20/2024,HN,HCM,7051000
30452,6282,11/11/2024,HCM,CT,5310000
30453,12413,03/06/2024,DN,HCM,3601000
30454,19366,08/12/2024,CT,HN,6235000
30455,15752,06/30/2024,HCM,HCM,3580000
30456,5522,10/27/2024,HCM,HCM,993000
30457,3473,02/25/2024,HN,HN,2721000
30458,19002,05/22/2024,HN,HN,4466000
30459,5482,05/26/2024,CT,HCM,5758000
30460,6210,02/28/2024,HCM,DN,4859000
30461,19884,12/13/2024,CT,DN,5194000
30462,19977,10/09/2024,DN,HCM,8093000
30463,8624,07/01/2024,HCM,HCM,3282000
30464,9305,08/01/2024,HCM,CT,5726000
30465,13144,08/16/2024,CT,HN,5653000
30466,10246,02/20/2024,HN,DN,4480000
30467,12446,11/07/2024,DN,HCM,3814000
30468,7547,07/09/2024,HN,CT,5222000
30469,18834,12/20/2024,CT,HCM,2045000
30470,5803,11/13/2024,DN,HN,4488000
30471,545,02/20/2024,HCM,HN,3369000
30472,6653,12/07/2024,HCM,DN,5682000
30473,16053,09/12/2024,CT,DN,5350000
30474,2629,08/24/2024,CT,CT,8512000
30475,3452,08/16/2024,DN,CT,5738000
30476,8730,07/27/2024,HCM,HCM,3875000
30477,1437,03/27/2024,DN,DN,3406000
30478,11008,03/24/2024,CT,CT,5635000
30479,3063,11/05/2024,CT,DN,6576000
30480,16644,02/05/2024,CT,CT,7020000
30481,7552,10/05/2024,HCM,CT,5841000
30482,13114,03/15/2024,CT,HN,1763000
30483,15664,03/01/2024,CT,HN,7434000
30484,4412,01/01/2024,HCM,DN,8362000
30485,4842,05/10/2024,CT,HN,6669000
30486,7962,06/24/2024,HN,HCM,3632000
30487,17103,03/23/2024,CT,HCM,6204000
30488,5197,03/11/2024,CT,HCM,4869000
30489,19112,06/23/2024,HN,CT,3778000
30490,11094,12/22/2024,HCM,HCM,4410000
30491,7547,09/29/2024,CT,DN,2286000
30492,19239,08/23/2024,DN,HN,953000
30493,19362,09/22/2024,HCM,DN,5036000
30494,14485,10/18/2024,DN,HN,4549000
30495,15104,08/16/2024,DN,HCM,8357000
30496,14681,10/23/2024,CT,HCM,3213000
30497,14102,10/25/2024,HCM,CT,7839000
30498,10007,07/17/2024,HCM,HN,6466000
30499,3481,07/19/2024,CT,DN,5044000
30500,9934,08/08/2024,HCM,DN,6342000
30501,13262,05/29/2024,CT,DN,4437000
30502,13210,06/13/2024,HCM,HCM,2235000
30503,8222,04/30/2024,HN,HCM,6518000
30504,15066,10/12/2024,HN,HN,5992000
30505,19878,10/15/2024,HCM,HCM,5012000
30506,231,04/20/2024,CT,DN,6648000
30507,7527,01/22/2024,HN,HCM,5075000
30508,5282,06/18/2024,HN,HN,4755000
30509,1252,05/23/2024,CT,DN,6137000
30510,6890,03/07/2024,DN,CT,6560000
30511,13385,09/29/2024,CT,HN,4787000
30512,12687,09/04/2024,DN,HN,3491000
30513,18348,03/15/2024,HN,HCM,2492000
30514,19551,09/29/2024,CT,HCM,6461000
30515,1779,08/12/2024,HN,HCM,4629000
30516,8053,04/17/2024,DN,HCM,3249000
30517,4871,12/15/2024,CT,DN,6640000
30518,1148,08/02/2024,DN,HN,7205000
30519,2848,08/17/2024,HCM,CT,5671000
30520,19455,09/29/2024,HCM,DN,3826000
30521,621,03/04/2024,HCM,HCM,6207000
30522,964,03/17/2024,DN,CT,7474000
30523,7216,04/15/2024,DN,CT,3889000
30524,11053,10/01/2024,CT,DN,5201000
30525,18527,09/30/2024,DN,CT,10595000
30526,16004,09/14/2024,DN,HCM,5025000
30527,7419,03/03/2024,HN,HN,3627000
30528,17711,04/17/2024,CT,HCM,4754000
30529,122,03/29/2024,DN,HN,4700000
30530,4314,10/05/2024,DN,HN,3152000
30531,17461,07/21/2024,HCM,HCM,3244000
30532,17567,01/11/2024,CT,HN,5827000
30533,13983,07/14/2024,CT,DN,3914000
30534,795,05/05/2024,HCM,DN,3494000
30535,9817,09/30/2024,HN,HCM,7421000
30536,8484,02/26/2024,DN,HCM,3894000
30537,7327,01/27/2024,CT,CT,5795000
30538,8683,07/16/2024,CT,HN,1966000
30539,19193,04/09/2024,HCM,HCM,1692000
30540,19813,08/06/2024,CT,HCM,5409000
30541,13549,07/21/2024,DN,HCM,1924000
30542,19884,11/09/2024,HN,DN,5564000
30543,18557,02/07/2024,HN,HN,8378000
30544,15639,01/09/2024,HCM,CT,3330000
30545,5987,11/28/2024,HCM,CT,4694000
30546,3908,09/30/2024,DN,DN,6359000
30547,7082,03/05/2024,HN,DN,8554000
30548,13354,12/08/2024,DN,CT,5185000
30549,19853,10/19/2024,CT,DN,6273000
30550,5761,10/14/2024,DN,CT,7775000
30551,13772,02/23/2024,HCM,HN,2410000
30552,491,10/30/2024,CT,HCM,5098000
30553,4264,07/02/2024,DN,HN,6017000
30554,7770,04/20/2024,HN,HN,8979000
30555,17582,07/26/2024,CT,HCM,5207000
30556,11636,05/02/2024,HCM,CT,5927000
30557,1905,02/07/2024,DN,CT,7659000
30558,5270,11/04/2024,DN,CT,4726000
30559,1651,03/03/2024,DN,DN,
30560,12468,01/01/2024,HCM,CT,4164000
30561,3192,09/13/2024,HCM,HCM,1975000
30562,28,12/18/2024,HN,HN,3286000
30563,14133,05/17/2024,CT,HCM,4067000
30564,2751,01/06/2024,DN,CT,3222000
30565,2880,12/30/2024,DN,CT,5935000
30566,4358,05/31/2024,HN,HN,4086000
30567,10866,09/21/2024,HCM,DN,7701000
30568,16256,06/09/2024,HCM,DN,4291000
30569,2833,01/15/2024,CT,HN,3762000
30570,3110,02/07/2024,HN,HCM,4632000
30571,9653,12/11/2024,HN,HCM,7746000
30572,5759,01/10/2024,CT,HCM,5688000
30573,2922,05/25/2024,DN,HN,7336000
30574,1434,01/26/2024,CT,HCM,1768000
30575,4429,09/16/2024,CT,HCM,2851000
30576,7699,06/17/2024,HCM,HCM,1354000
30577,8112,08/22/2024,HN,HN,7128000
30578,19921,07/18/2024,HCM,HCM,5711000
30579,17566,12/10/2024,HCM,HN,28000
30580,15520,08/26/2024,DN,DN,3591000
30581,19790,05/12/2024,DN,CT,3068000
30582,15736,01/04/2024,CT,HN,4951000
30583,12367,12/28/2024,HCM,HCM,4597000
30584,14156,01/08/2024,HCM,CT,9002000
30585,12485,01/02/2024,CT,CT,3113000
30586,9976,08/31/2024,HN,CT,5736000
30587,12514,10/12/2024,CT,HCM,3138000
30588,2643,05/14/2024,CT,DN,3410000
30589,7578,10/26/2024,CT,DN,1703000
30590,13850,05/31/2024,HN,CT,2877000
30591,3712,04/27/2024,DN,CT,5526000
30592,19345,09/19/2024,CT,DN,6113000
30593,5459,04/09/2024,CT,DN,6348000
30594,18004,09/13/2024,CT,DN,7563000
30595,6681,10/12/2024,DN,DN,4851000
30596,12508,08/27/2024,HN,HCM,7552000
30597,18725,03/04/2024,DN,HN,5840000
30598,9420,02/27/2024,CT,CT,7523000
30599,16240,11/12/2024,DN,DN,6407000
30600,18113,03/10/2024,HN,HCM,6780000
30601,19970,03/30/2024,CT,DN,
30602,16586,10/13/2024,CT,CT,1802000
30603,5986,07/08/2024,CT,CT,3448000
30604,3161,06/16/2024,HCM,HN,8405000
30605,11466,04/13/2024,HN,DN,2787000
30606,18098,03/06/2024,CT,HCM,6281000
30607,7873,04/18/2024,CT,HCM,2737000
30608,7840,02/21/2024,HCM,CT,9232000
30609,15653,11/13/2024,DN,DN,7357000
30610,6860,12/26/2024,HCM,DN,4238000
30611,753,09/09/2024,CT,DN,4566000
30612,13305,10/20/2024,HCM,CT,6209000
30613,16499,12/15/2024,DN,HCM,3601000
30614,15058,05/04/2024,HN,HCM,-1170000
30615,3981,12/08/2024,HN,HN,5203000
30616,6326,02/22/2024,CT,HCM,9280000
30617,19203,07/26/2024,DN,HN,7714000
30618,16853,08/06/2024,HCM,DN,4163000
30619,426,02/26/2024,DN,CT,3290000
30620,8142,10/15/2024,HN,CT,7720000
30621,17960,03/26/2024,HCM,HCM,6733000
30622,10058,10/21/2024,CT,HN,8669000
30623,17218,01/04/2024,DN,HCM,1403000
30624,14317,06/22/2024,HN,DN,4097000
30625,14821,04/19/2024,HN,CT,6189000
30626,4107,07/25/2024,HCM,HCM,1414000
30627,1409,10/13/2024,HN,CT,2600000
30628,19866,10/21/2024,CT,HCM,3663000
30629,5822,08/14/2024,DN,DN,7645000
30630,10363,05/29/2024,HCM,CT,6390000
30631,6845,12/07/2024,CT,HCM,3970000
30632,6396,03/04/2024,HCM,HN,4751000
30633,8796,03/07/2024,DN,HCM,5651000
30634,15844,06/29/2024,HCM,HN,6954000
30635,16597,08/14/2024,CT,CT,1592000
30636,15342,08/30/2024,HCM,CT,439000
30637,4802,03/30/2024,CT,HN,6990000
30638,15347,10/18/2024,CT,HCM,8322000
30639,1759,12/06/2024,HCM,CT,6770000
30640,5781,06/24/2024,HN,HCM,2307000
30641,11261,04/22/2024,CT,DN,4675000
30642,8974,03/11/2024,HN,HN,3969000
30643,12414,10/13/2024,HCM,HN,4644000
30644,17911,07/25/2024,HCM,CT,5544000
30645,841,08/26/2024,HN,CT,7632000
30646,17726,05/09/2024,HN,CT,545000
30647,12300,07/02/2024,HCM,CT,6986000
30648,17885,05/17/2024,DN,HCM,4530000
30649,5560,04/25/2024,DN,CT,3955000
30650,5927,02/15/2024,DN,CT,3065000
30651,8708,03/06/2024,HCM,HN,6036000
30652,16176,01/10/2024,DN,HCM,4811000
30653,11655,07/05/2024,DN,HCM,4840000
30654,13992,11/27/2024,HN,HN,7650000
30655,11272,10/04/2024,HN,CT,5060000
30656,7676,04/14/2024,HCM,HCM,5578000
30657,9340,01/21/2024,DN,CT,9829000
30658,19641,10/31/2024,DN,CT,5922000
30659,2595,04/01/2024,CT,HN,5108000
30660,3657,09/15/2024,HCM,HCM,8609000
30661,9741,07/15/2024,CT,HCM,5266000
30662,18471,05/07/2024,HN,DN,3062000
30663,3156,07/01/2024,HN,DN,7536000
30664,979,03/09/2024,CT,DN,8127000
30665,10498,11/24/2024,HN,HCM,6540000
30666,12076,05/05/2024,DN,CT,4080000
30667,19432,08/03/2024,DN,HCM,3035000
30668,2590,09/02/2024,HCM,HCM,4078000
30669,18391,04/28/2024,HCM,HN,6496000
30670,5943,09/09/2024,CT,CT,6140000
30671,18984,09/11/2024,HCM,CT,3362000
30672,2509,07/24/2024,CT,CT,5521000
30673,12512,04/14/2024,HCM,CT,3575000
30674,17578,02/20/2024,CT,DN,4572000
30675,5916,01/27/2024,DN,CT,6820000
30676,2046,03/27/2024,HN,HN,5984000
30677,8440,04/11/2024,DN,HCM,2640000
30678,9577,11/19/2024,DN,HCM,7496000
30679,9565,05/11/2024,CT,HN,4285000
30680,11106,04/20/2024,DN,HCM,3380000
30681,15766,01/13/2024,DN,DN,8347000
30682,14794,06/08/2024,HN,CT,4758000
30683,14922,08/30/2024,CT,HCM,1581000
30684,7182,03/09/2024,HN,DN,3361000
30685,45,02/29/2024,DN,DN,6702000
30686,18470,04/13/2024,HCM,HN,3533000
30687,4512,08/28/2024,CT,CT,
30688,15422,01/18/2024,CT,HN,5109000
30689,7776,09/20/2024,DN,CT,1268000
30690,10708,10/10/2024,DN,HN,1421000
30691,13373,07/24/2024,CT,DN,5749000
30692,7949,01/18/2024,HCM,CT,8404000
30693,11080,09/19/2024,HN,CT,7325000
30694,8217,07/28/2024,HCM,DN,6431000
30695,10007,09/10/2024,HCM,HN,3317000
30696,1226,05/22/2024,HN,HCM,4622000
30697,1249,01/02/2024,DN,DN,5451000
30698,15870,04/02/2024,HCM,HN,4953000
30699,19227,04/30/2024,HN,HCM,5976000
30700,5699,03/30/2024,HCM,HN,2480000
30701,17967,10/03/2024,DN,CT,4875000
30702,4849,03/04/2024,HCM,CT,3873000
30703,9906,12/18/2024,CT,HN,-664000
30704,11784,06/13/2024,HN,CT,7605000
30705,13389,01/29/2024,HCM,DN,6802000
30706,3139,06/07/2024,CT,HN,7763000
30707,17902,02/08/2024,HN,CT,5213000
30708,10925,05/06/2024,CT,HN,5911000
30709,4643,08/28/2024,HN,HCM,6190000
30710,5197,06/15/2024,HCM,HN,4253000
30711,11156,08/03/2024,DN,HCM,6649000
30712,12056,09/27/2024,DN,CT,4528000
30713,6199,11/07/2024,CT,HCM,6282000
30714,8073,10/12/2024,HN,DN,5299000
30715,15966,10/07/2024,CT,HCM,8384000
30716,9689,07/06/2024,HN,HN,8460000
30717,11920,02/16/2024,HN,CT,4252000
30718,9928,12/02/2024,HCM,HN,
30719,14060,07/02/2024,HCM,HCM,5817000
30720,14650,05/29/2024,DN,HN,5804000
30721,17728,09/17/2024,CT,HCM,8200000
30722,5491,10/22/2024,DN,HCM,6223000
30723,16433,10/09/2024,HCM,CT,8242000
30724,5917,11/30/2024,CT,CT,4538000
30725,18895,11/11/2024,HCM,CT,6773000
30726,11527,03/18/2024,HCM,DN,4537000
30727,1747,03/19/2024,HN,HCM,5072000
30728,8171,06/20/2024,CT,CT,2266000
30729,634,10/09/2024,HN,CT,6185000
30730,12890,11/04/2024,HCM,HCM,3124000
30731,19105,09/17/2024,DN,HN,7913000
30732,16560,01/22/2024,HCM,HN,7965000
30733,15141,02/08/2024,HCM,CT,5802000
30734,8153,05/28/2024,HN,HN,6565000
30735,15719,11/08/2024,HCM,HCM,1616000
30736,19742,04/26/2024,HCM,HN,2294000
30737,4393,10/27/2024,DN,HCM,6951000
30738,5380,06/23/2024,DN,CT,3261000
30739,8667,08/02/2024,HN,DN,8820000
30740,9839,02/25/2024,DN,HN,6376000
30741,1959,03/09/2024,HN,CT,5724000
30742,6680,10/16/2024,DN,CT,4066000
30743,15922,06/05/2024,HN,CT,3430000
30744,13349,04/10/2024,DN,DN,3500000
30745,7349,06/11/2024,DN,HCM,4688000
30746,5885,09/10/2024,HN,HCM,4376000
30747,12313,10/07/2024,DN,HCM,4583000
30748,8829,11/04/2024,HN,DN,
30749,19999,03/08/2024,DN,CT,4228000
30750,3821,01/26/2024,HN,DN,4972000
30751,4323,09/08/2024,DN,CT,3679000
30752,5468,04/11/2024,HN,CT,3463000
30753,12326,06/23/2024,CT,DN,1794000
30754,5503,05/11/2024,DN,CT,3868000
30755,17589,10/18/2024,HN,DN,7109000
30756,6450,09/05/2024,HCM,HCM,3323000
30757,17588,01/16/2024,DN,DN,2740000
30758,983,11/29/2024,DN,HN,5198000
30759,8924,05/27/2024,HN,DN,3018000
30760,14990,04/27/2024,CT,CT,4794000
30761,13430,09/02/2024,HN,DN,4151000
30762,14397,10/01/2024,CT,CT,6619000
30763,10793,02/22/2024,HN,HN,5698000
30764,5906,04/01/2024,HCM,CT,3087000
30765,4074,12/30/2024,HCM,CT,4907000
30766,19279,05/12/2024,DN,HCM,2875000
30767,2235,11/05/2024,HCM,HN,2486000
30768,15274,06/26/2024,HN,DN,6756000
30769,7632,02/15/2024,HN,HCM,6136000
30770,17832,10/19/2024,HCM,HN,6995000
30771,12062,01/15/2024,DN,HCM,4452000
30772,16486,12/24/2024,HCM,DN,5069000
30773,11900,11/06/2024,HN,HN,9673000
30774,13739,02/25/2024,DN,HCM,7056000
30775,10851,03/04/2024,HCM,CT,6214000
30776,16920,03/16/2024,DN,CT,10330000
30777,18085,09/21/2024,HCM,HCM,2126000
30778,7040,06/12/2024,DN,DN,4463000
30779,7115,05/12/2024,HCM,DN,4529000
30780,12412,06/05/2024,DN,HCM,6002000
30781,7470,08/11/2024,CT,DN,6081000
30782,15004,05/05/2024,DN,HN,469000
30783,6493,07/13/2024,HN,HN,5141000
30784,4345,10/07/2024,HN,DN,5399000
30785,1972,04/07/2024,CT,CT,4590000
30786,13583,04/04/2024,HCM,CT,5634000
30787,9645,07/31/2024,HCM,CT,3961000
30788,17097,04/17/2024,CT,HCM,1396000
30789,3656,06/23/2024,CT,CT,5669000
30790,15343,04/18/2024,HCM,DN,4008000
30791,12535,02/29/2024,DN,CT,3931000
30792,12769,01/10/2024,DN,CT,7171000
30793,6473,06/10/2024,HCM,HCM,5033000
30794,9641,05/04/2024,HN,HCM,2345000
30795,5125,12/06/2024,HCM,CT,6594000
30796,8651,10/23/2024,HN,CT,5821000
30797,2844,01/13/2024,CT,HN,2621000
30798,16977,09/08/2024,DN,CT,2792000
30799,498,04/05/2024,CT,DN,2169000
30800,2135,10/21/2024,HN,HCM,5230000
30801,18834,07/03/2024,CT,DN,3756000
30802,5413,03/30/2024,HCM,HCM,4454000
30803,4293,05/31/2024,HCM,DN,4015000
30804,27,06/23/2024,HN,DN,754000
30805,12109,11/06/2024,HCM,CT,5941000
30806,14471,04/10/2024,HCM,CT,
30807,2254,01/12/2024,HCM,HN,3030000
30808,11491,07/01/2024,CT,DN,3949000
30809,13380,04/17/2024,DN,HCM,5237000
30810,12650,03/14/2024,DN,CT,7723000
30811,9476,06/22/2024,HN,DN,5721000
30812,14994,10/24/2024,DN,DN,7208000
30813,1087,12/11/2024,DN,HCM,7448000
30814,2016,08/13/2024,CT,HCM,8649000
30815,9908,03/25/2024,CT,CT,7849000
30816,7124,10/31/2024,HN,CT,4604000
30817,13935,12/03/2024,HCM,DN,9174000
30818,7085,04/02/2024,DN,DN,5388000
30819,19848,10/11/2024,HN,DN,7526000
30820,14249,06/11/2024,HN,HCM,7223000
30821,4468,08/30/2024,HN,DN,4714000
30822,2897,10/02/2024,HCM,HCM,3493000
30823,10363,09/21/2024,HN,CT,2801000
30824,19513,08/18/2024,HN,HCM,6774000
30825,9343,02/25/2024,CT,HCM,2965000
30826,17719,11/21/2024,HN,HN,9074000
30827,17673,12/15/2024,DN,HCM,3695000
30828,8938,01/04/2024,CT,HN,4846000
30829,14624,01/05/2024,HN,CT,1783000
30830,12708,01/06/2024,HCM,HCM,7124000
30831,5929,06/09/2024,HN,DN,3716000
30832,17082,07/16/2024,HN,DN,8414000
30833,11227,01/03/2024,HCM,HN,1535000
30834,16859,07/01/2024,CT,HN,6561000
30835,12169,05/20/2024,HCM,CT,2640000
30836,14190,01/31/2024,HN,HCM,3824000
30837,6533,03/16/2024,CT,HN,5178000
30838,8703,07/04/2024,DN,HCM,3283000
30839,10453,08/28/2024,CT,CT,6004000
30840,19329,09/20/2024,HN,DN,
30841,5385,03/06/2024,HN,CT,3845000
30842,17751,09/19/2024,DN,CT,1879000
30843,17446,02/20/2024,HN,CT,5632000
30844,2308,10/04/2024,HCM,DN,5735000
30845,16692,07/14/2024,HN,HN,4737000
30846,9189,10/27/2024,HN,CT,2285000
30847,9322,05/04/2024,DN,HCM,4147000
30848,304,09/02/2024,CT,HN,5332000
30849,6487,09/25/2024,HCM,HN,7229000
30850,5567,10/13/2024,CT,HN,2644000
30851,3892,05/08/2024,DN,HN,4352000
30852,9047,05/17/2024,DN,HN,5017000
30853,5725,03/24/2024,CT,CT,5298000
30854,15580,07/15/2024,HN,DN,6456000
30855,5351,01/28/2024,HN,HCM,2222000
30856,9010,07/06/2024,DN,HCM,7060000
30857,14026,10/30/2024,HN,DN,841000
30858,9165,04/28/2024,DN,HCM,4204000
30859,4134,12/25/2024,CT,CT,3870000
30860,9371,07/18/2024,DN,HN,5827000
30861,15863,09/01/2024,CT,HCM,6406000
30862,105,02/11/2024,CT,DN,6430000
30863,14270,10/11/2024,HN,DN,5828000
30864,8562,06/21/2024,HCM,CT,3891000
30865,12390,10/13/2024,CT,DN,7549000
30866,19348,02/13/2024,CT,HN,4146000
30867,8856,02/06/2024,HCM,DN,5693000
30868,16361,03/12/2024,DN,HCM,3284000
30869,17074,11/15/2024,HCM,HN,4786000
30870,14215,09/04/2024,DN,CT,3294000
30871,6744,05/03/2024,HN,CT,4339000
30872,2589,08/02/2024,HCM,HN,692000
30873,1536,04/20/2024,DN,DN,2478000
30874,14699,07/29/2024,DN,HCM,3309000
30875,2029,08/15/2024,DN,HN,5241000
30876,18241,05/31/2024,DN,DN,6203000
30877,14948,04/23/2024,DN,HCM,7082000
30878,19571,04/27/2024,DN,DN,5026000
30879,2770,02/03/2024,HN,CT,4885000
30880,6487,09/11/2024,DN,DN,3147000
30881,7242,04/08/2024,HN,HCM,648000
30882,19372,08/22/2024,HN,HN,4025000
30883,8136,05/20/2024,HCM,HCM,4352000
30884,14174,12/28/2024,HN,CT,5978000
30885,12668,11/14/2024,CT,DN,6059000
30886,13802,11/30/2024,CT,HN,3241000
30887,9341,04/03/2024,HN,DN,3517000
30888,14374,07/13/2024,DN,HN,8586000
30889,17165,12/24/2024,DN,DN,5843000
30890,4406,01/27/2024,DN,HN,4784000
30891,2154,01/26/2024,CT,CT,3294000
30892,19681,06/23/2024,HN,DN,5600000
30893,19698,01/28/2024,DN,DN,6747000
30894,6297,03/04/2024,HCM,DN,4967000
30895,2584,08/01/2024,CT,HCM,10091000
30896,3044,04/23/2024,HCM,CT,6653000
30897,12037,08/13/2024,DN,HCM,3841000
30898,17554,02/03/2024,HN,CT,4871000
30899,19647,03/14/2024,CT,DN,8864000
30900,7037,06/04/2024,CT,DN,6361000
30901,16037,07/12/2024,DN,DN,2346000
30902,6727,05/05/2024,DN,DN,2709000
30903,4023,08/19/2024,CT,HN,3179000
30904,8393,02/01/2024,DN,HN,7095000
30905,18275,09/20/2024,HCM,DN,7261000
30906,10169,01/26/2024,DN,DN,3878000
30907,15104,05/27/2024,CT,DN,4955000
30908,12263,08/20/2024,HN,DN,8277000
30909,13208,03/20/2024,HN,HCM,6861000
30910,6665,05/27/2024,CT,DN,4862000
30911,3557,11/11/2024,HN,HCM,3929000
30912,7305,06/08/2024,CT,CT,4684000
30913,366,07/10/2024,HN,HN,2885000
30914,15894,05/03/2024,HN,HN,3704000
30915,15867,09/12/2024,HN,CT,4975000
30916,657,01/14/2024,HCM,DN,3711000
30917,8353,02/15/2024,DN,HCM,6830000
30918,15097,08/10/2024,CT,CT,6954000
30919,15448,11/25/2024,CT,HCM,6944000
30920,19855,01/27/2024,CT,HN,5517000
30921,16929,03/31/2024,CT,HN,4185000
30922,12047,11/04/2024,DN,HCM,5402000
30923,6427,04/28/2024,HN,HN,6746000
30924,1762,09/06/2024,HCM,HCM,4219000
30925,957,07/15/2024,HCM,CT,5850000
30926,8274,10/13/2024,CT,CT,3448000
30927,17621,07/28/2024,DN,DN,4183000
30928,14856,02/03/2024,DN,HCM,7190000
30929,16831,06/30/2024,HCM,HCM,8323000
30930,18550,03/16/2024,DN,HCM,2568000
30931,18004,09/11/2024,HCM,DN,5597000
30932,18178,12/09/2024,HN,HN,7005000
30933,13037,06/16/2024,HCM,CT,3707000
30934,9366,09/20/2024,HN,HN,3329000
30935,6006,01/29/2024,CT,DN,5778000
30936,13845,04/22/2024,HN,HCM,5242000
30937,646,01/26/2024,HCM,HN,4793000
30938,379,12/12/2024,CT,HN,671000
30939,19040,11/10/2024,DN,HCM,3980000
30940,7110,05/20/2024,HCM,HN,5323000
30941,19969,09/01/2024,DN,DN,5109000
30942,11926,05/17/2024,DN,CT,9062000
30943,17525,01/09/2024,HCM,HCM,3297000
30944,14912,12/02/2024,DN,DN,2421000
30945,17046,12/19/2024,HN,HN,4617000
30946,13164,08/01/2024,CT,HCM,871000
30947,388,08/05/2024,CT,HCM,1396000
30948,19408,09/18/2024,DN,DN,4792000
30949,10112,05/01/2024,CT,HCM,9467000
30950,12684,10/12/2024,DN,HCM,5759000
30951,14311,01/02/2024,HN,CT,4097000
30952,15210,05/26/2024,HCM,DN,7440000
30953,2772,02/26/2024,HN,CT,4387000
30954,4170,07/06/2024,HN,HN,5280000
30955,10056,03/02/2024,HN,HN,4174000
30956,4020,04/02/2024,CT,HCM,2677000
30957,5857,10/28/2024,CT,HN,2073000
30958,14651,08/25/2024,HCM,HN,3075000
30959,15928,06/30/2024,CT,HN,2947000
30960,12716,09/22/2024,CT,HCM,7519000
30961,16419,12/08/2024,HCM,HCM,4850000
30962,13683,04/12/2024,HCM,DN,2622000
30963,15261,08/05/2024,CT,DN,6234000
30964,11832,12/26/2024,CT,DN,4966000
30965,12165,05/03/2024,HCM,HCM,2239000
30966,7619,12/14/2024,DN,DN,7536000
30967,3381,07/03/2024,HCM,CT,4168000
30968,15164,08/29/2024,HN,CT,2174000
30969,19561,03/27/2024,HCM,DN,6242000
30970,14726,09/24/2024,CT,DN,4452000
30971,8368,03/24/2024,HCM,DN,4613000
30972,18538,11/20/2024,CT,HN,4991000
30973,4688,12/02/2024,HN,HCM,7309000
30974,13475,03/01/2024,DN,CT,3655000
30975,13202,10/07/2024,HCM,HN,5834000
30976,1587,01/04/2024,HCM,CT,2086000
30977,8057,07/28/2024,CT,DN,5151000
30978,13591,01/29/2024,HN,DN,6653000
30979,5423,11/14/2024,DN,HN,5485000
30980,953,10/18/2024,CT,DN,5119000
30981,5366,10/27/2024,DN,HN,4507000
30982,19256,05/12/2024,CT,DN,4238000
30983,12522,09/26/2024,DN,DN,3129000
30984,10907,05/07/2024,CT,CT,3228000
30985,2979,05/31/2024,HN,CT,4266000
30986,13751,12/01/2024,DN,CT,6184000
30987,10002,10/06/2024,HCM,HCM,8612000
30988,10999,01/13/2024,HCM,HCM,8682000
30989,12344,03/02/2024,DN,DN,5159000
30990,11952,03/20/2024,CT,HN,3316000
30991,14692,06/10/2024,DN,HCM,3702000
30992,11521,01/29/2024,CT,HN,4664000
30993,19355,12/26/2024,HCM,HCM,5376000
30994,4909,09/25/2024,HCM,HCM,4405000
30995,11327,05/16/2024,HN,HN,5764000
30996,1960,12/10/2024,DN,CT,4683000
30997,5183,01/03/2024,CT,CT,4347000
30998,806,02/28/2024,HN,HN,4585000
30999,3101,01/04/2024,HN,HCM,5064000
31000,1576,04/23/2024,HN,HCM,3915000
31001,11923,11/23/2024,HN,HCM,3107000
31002,8792,06/14/2024,HN,CT,4574000
31003,2616,02/17/2024,CT,HN,7948000
31004,11564,10/27/2024,HN,HCM,10617000
31005,15041,03/16/2024,CT,DN,4786000
31006,5627,04/10/2024,HCM,HCM,4720000
31007,10739,07/08/2024,HN,HCM,7543000
31008,17011,11/09/2024,DN,HCM,3313000
31009,6885,07/04/2024,HCM,HCM,7220000
31010,19196,07/22/2024,CT,CT,6205000
31011,17995,12/18/2024,HCM,HN,3409000
31012,11455,05/06/2024,HN,HCM,3255000
31013,11975,05/05/2024,DN,DN,6405000
31014,8867,02/11/2024,HCM,HN,5478000
31015,16433,11/02/2024,CT,DN,3177000
31016,17771,08/07/2024,CT,HCM,6583000
31017,18287,04/20/2024,DN,CT,4979000
31018,15016,08/28/2024,HN,CT,5802000
31019,4373,08/05/2024,HCM,DN,6986000
31020,3843,02/28/2024,HCM,DN,3212000
31021,7998,05/30/2024,HCM,CT,6057000
31022,11685,02/13/2024,DN,HN,5074000
31023,18070,04/14/2024,DN,CT,7208000
31024,8825,08/17/2024,CT,DN,4065000
31025,16268,12/22/2024,HN,CT,4249000
31026,18807,05/10/2024,HCM,DN,2384000
31027,19135,03/15/2024,HCM,HN,5720000
31028,8525,10/29/2024,DN,HCM,5594000
31029,10072,12/13/2024,HCM,HCM,3985000
31030,6310,03/26/2024,CT,CT,2045000
31031,8699,09/27/2024,HN,DN,3825000
31032,17327,03/02/2024,HCM,HN,6160000
31033,9782,10/16/2024,HCM,HN,4808000
31034,17847,06/08/2024,DN,CT,4061000
31035,7472,07/10/2024,HCM,DN,4783000
31036,14793,09/15/2024,CT,HN,2874000
31037,1992,07/20/2024,HN,DN,3756000
