warehouse_id,product_id,stock_level,last_updated
8,2638,339,12/18/2024
17,2668,239,01/14/2024
9,1580,528,12/18/2024
15,2062,10,03/31/2024
14,1224,204,12/09/2024
19,3135,625,02/21/2024
4,2627,3,10/06/2024
12,753,365,09/06/2024
2,2566,548,09/12/2024
10,4750,328,11/14/2024
16,3370,111,09/18/2024
19,4199,346,11/05/2024
14,2905,136,06/03/2024
4,3406,751,10/31/2024
6,2698,579,05/29/2024
11,701,996,05/04/2024
18,4697,599,07/03/2024
2,4385,522,08/29/2024
13,2980,574,12/01/2024
2,2974,275,06/11/2024
2,4570,588,12/16/2024
2,320,375,02/21/2024
10,33,619,02/15/2024
14,80,394,04/15/2024
2,4160,89,06/10/2024
18,4519,810,08/08/2024
19,4643,507,11/27/2024
13,190,165,03/09/2024
15,478,101,09/29/2024
16,545,110,05/08/2024
1,4406,13,09/16/2024
16,329,628,03/20/2024
19,1632,525,12/23/2024
12,1837,448,04/20/2024
3,1234,386,03/17/2024
3,334,148,10/23/2024
13,3374,268,09/22/2024
13,2513,56,05/19/2024
8,2192,286,08/24/2024
19,4057,228,08/26/2024
3,1783,261,12/28/2024
6,4468,209,03/09/2024
12,487,921,04/26/2024
5,4508,925,08/07/2024
19,1414,639,11/22/2024
14,1551,440,07/17/2024
19,1067,288,05/18/2024
14,4119,505,02/14/2024
6,2728,499,02/16/2024
16,1603,548,06/09/2024
18,3386,821,11/21/2024
9,1035,892,06/28/2024
2,1723,914,07/05/2024
2,4702,234,09/03/2024
19,2421,862,06/02/2024
19,4497,664,08/11/2024
18,1325,152,12/03/2024
2,641,437,09/02/2024
9,1195,205,07/22/2024
2,3891,239,11/06/2024
3,2188,917,06/26/2024
15,2272,106,01/10/2024
19,2078,439,02/19/2024
18,1843,449,04/24/2024
1,839,271,02/03/2024
17,160,942,03/12/2024
18,40,744,08/08/2024
19,3969,555,02/26/2024
13,3710,221,05/30/2024
13,4848,85,09/14/2024
3,423,253,09/02/2024
13,3309,276,10/05/2024
16,1701,934,01/25/2024
19,4733,859,10/09/2024
8,468,322,01/28/2024
4,4932,931,11/27/2024
19,2711,968,01/30/2024
15,104,22,11/27/2024
4,4543,114,11/09/2024
4,1050,773,06/20/2024
9,3420,913,12/16/2024
5,3040,268,05/05/2024
7,3598,561,09/09/2024
12,702,84,04/09/2024
1,2130,553,08/25/2024
18,2285,763,10/18/2024
11,312,915,11/13/2024
4,4422,403,08/12/2024
10,4905,485,12/21/2024
7,2652,936,09/29/2024
2,1488,676,02/05/2024
17,3117,253,02/16/2024
13,4360,194,01/20/2024
5,3610,777,03/01/2024
2,1038,72,12/30/2024
3,1526,954,09/12/2024
15,2434,326,04/24/2024
10,4479,622,08/05/2024
16,2354,94,03/20/2024
15,3221,716,05/21/2024
17,976,3,09/11/2024
5,3139,24,04/10/2024
11,3064,741,06/25/2024
2,2367,585,09/08/2024
6,4034,14,03/20/2024
3,1179,509,10/23/2024
2,3338,91,01/04/2024
8,4594,592,02/04/2024
8,1747,260,01/09/2024
6,2486,182,07/06/2024
11,877,327,08/01/2024
3,3759,386,02/13/2024
7,46,337,01/31/2024
18,3966,700,11/22/2024
16,959,830,02/27/2024
12,1506,821,02/27/2024
9,648,657,05/27/2024
9,1463,915,08/09/2024
16,4873,639,08/14/2024
1,2649,280,04/04/2024
16,1847,282,01/09/2024
19,1849,347,02/10/2024
10,1111,751,08/14/2024
13,3125,392,07/07/2024
4,83,631,04/05/2024
19,2147,638,09/29/2024
2,4662,676,02/17/2024
8,2882,29,04/23/2024
11,4287,109,12/23/2024
8,3336,971,06/29/2024
19,942,138,01/06/2024
8,1803,463,07/10/2024
6,4663,823,01/17/2024
8,306,963,01/28/2024
17,2144,405,12/27/2024
11,3788,484,01/24/2024
19,2822,899,07/10/2024
3,3068,986,05/30/2024
14,1635,589,12/29/2024
8,4122,939,03/17/2024
4,344,695,03/08/2024
11,2700,822,03/16/2024
7,3347,681,04/05/2024
8,604,392,12/12/2024
1,3741,829,08/09/2024
18,2911,399,02/02/2024
10,2677,184,03/24/2024
13,1067,816,02/15/2024
13,2858,630,05/23/2024
18,2592,178,05/05/2024
8,2212,931,10/26/2024
11,3609,769,03/02/2024
15,2749,672,03/25/2024
17,3944,129,10/12/2024
2,283,318,06/27/2024
1,629,116,05/31/2024
5,1061,239,05/03/2024
14,1839,719,05/13/2024
11,4316,157,01/15/2024
18,2075,670,07/27/2024
17,1719,95,03/30/2024
4,4186,30,04/30/2024
14,3753,765,04/08/2024
9,1995,119,04/07/2024
4,2216,777,05/14/2024
4,2239,638,03/14/2024
8,4483,93,10/03/2024
16,25,941,02/14/2024
13,542,112,10/01/2024
1,2167,955,08/25/2024
14,4020,198,07/13/2024
11,3261,307,04/14/2024
4,1496,907,08/23/2024
13,745,943,04/02/2024
1,2096,461,05/23/2024
11,2101,20,11/06/2024
9,3476,157,03/16/2024
5,2704,965,02/05/2024
11,390,696,01/26/2024
15,344,282,06/15/2024
2,4633,300,02/22/2024
14,4322,643,04/03/2024
19,534,58,10/22/2024
16,1660,231,09/12/2024
10,2328,970,12/17/2024
7,3288,489,05/26/2024
17,3272,98,06/16/2024
7,4242,64,05/25/2024
6,2982,511,08/28/2024
8,2662,568,05/14/2024
14,1462,568,04/23/2024
8,3730,535,09/29/2024
1,4541,301,02/08/2024
5,2242,60,10/22/2024
13,4678,356,10/30/2024
17,2782,840,12/04/2024
8,3419,716,10/21/2024
11,4194,969,04/19/2024
5,2656,121,06/05/2024
16,4014,282,12/05/2024
7,1730,731,03/10/2024
12,4517,277,05/21/2024
9,929,928,12/30/2024
4,1066,956,11/19/2024
7,3766,649,12/11/2024
15,4650,563,03/03/2024
17,2932,292,01/02/2024
18,3461,921,02/11/2024
10,2380,778,08/15/2024
3,3613,548,03/02/2024
9,3527,707,06/13/2024
15,4863,734,02/04/2024
8,3360,595,10/17/2024
5,2351,850,10/04/2024
5,3620,439,01/30/2024
18,1836,761,06/09/2024
12,546,377,09/26/2024
11,4765,13,01/02/2024
15,3928,219,01/06/2024
7,2739,970,05/19/2024
10,2323,989,05/28/2024
10,2224,257,04/21/2024
18,2041,638,02/19/2024
14,4584,658,05/28/2024
10,2985,834,03/27/2024
7,3673,58,07/11/2024
7,2569,202,12/11/2024
14,1283,91,01/15/2024
6,237,331,01/12/2024
17,2431,863,11/11/2024
18,4930,678,09/13/2024
18,463,384,12/25/2024
19,971,855,03/04/2024
16,792,449,01/15/2024
13,863,554,12/26/2024
4,4333,821,10/24/2024
1,3381,881,03/10/2024
1,2572,385,10/03/2024
4,527,554,10/30/2024
16,1880,163,06/28/2024
11,1062,678,02/10/2024
7,3957,313,11/21/2024
13,156,529,05/17/2024
8,3812,942,05/14/2024
7,3752,822,03/09/2024
9,3594,703,11/14/2024
4,2338,534,07/20/2024
14,1064,531,07/30/2024
13,3019,922,08/04/2024
11,1086,713,10/12/2024
8,3892,9,12/16/2024
6,4721,361,05/06/2024
13,2904,381,07/15/2024
18,1332,370,10/30/2024
12,3217,915,04/19/2024
7,2937,179,05/04/2024
6,3225,814,12/04/2024
13,3150,605,05/06/2024
1,2665,904,10/16/2024
6,3000,552,07/27/2024
7,3766,486,06/28/2024
2,2119,21,09/06/2024
9,2076,194,06/21/2024
12,2203,214,01/29/2024
6,3434,695,05/02/2024
9,4102,700,12/12/2024
3,291,490,06/17/2024
12,4868,127,04/28/2024
15,1035,391,12/01/2024
6,1843,824,01/12/2024
16,741,405,12/10/2024
11,588,925,06/14/2024
7,390,936,05/05/2024
19,832,151,12/15/2024
13,236,966,10/27/2024
16,2285,734,02/08/2024
18,3466,706,02/11/2024
2,1087,972,09/24/2024
10,2344,947,04/13/2024
13,2419,594,01/27/2024
11,2269,916,11/06/2024
7,4316,144,12/02/2024
15,2109,946,07/12/2024
6,3318,275,03/16/2024
4,4740,741,11/15/2024
5,3309,917,08/29/2024
13,2574,24,07/21/2024
11,2498,308,04/29/2024
16,2872,999,08/29/2024
10,3728,257,01/09/2024
18,4861,93,04/08/2024
3,3171,820,07/28/2024
7,2892,901,07/01/2024
2,2081,527,06/27/2024
7,3417,141,06/25/2024
10,2290,204,12/09/2024
12,4407,892,06/09/2024
12,4048,73,11/07/2024
18,1007,141,09/17/2024
3,3495,895,08/28/2024
4,1635,629,02/22/2024
17,3893,429,06/29/2024
11,808,328,11/10/2024
17,427,872,03/30/2024
2,4352,755,10/18/2024
19,659,506,03/08/2024
6,3824,395,12/25/2024
9,659,494,11/23/2024
16,4957,646,12/30/2024
8,4833,939,01/02/2024
15,3651,377,04/10/2024
6,183,575,10/18/2024
5,1094,387,02/14/2024
16,2529,545,08/04/2024
17,3347,72,04/23/2024
17,4975,941,12/08/2024
16,2476,474,04/08/2024
15,2522,175,10/08/2024
6,2001,300,11/16/2024
13,2328,974,01/03/2024
2,901,156,11/26/2024
5,1615,801,05/22/2024
7,3733,680,06/14/2024
7,2081,470,06/13/2024
3,2614,58,12/10/2024
14,1599,878,07/21/2024
7,246,948,06/25/2024
14,4702,958,02/27/2024
8,2042,364,02/11/2024
6,1422,925,07/23/2024
11,3061,2,06/03/2024
10,2059,354,12/18/2024
14,3611,867,12/30/2024
14,3466,763,02/16/2024
12,4237,169,07/25/2024
13,3224,986,06/09/2024
13,3212,145,03/18/2024
15,1081,659,06/08/2024
6,1495,859,07/21/2024
9,3840,140,07/20/2024
18,1212,711,05/18/2024
17,1343,863,08/02/2024
19,4440,337,03/18/2024
17,263,115,06/05/2024
1,3311,279,05/05/2024
5,735,922,08/17/2024
9,2946,810,10/26/2024
4,3296,63,10/19/2024
18,3576,786,02/16/2024
11,4833,395,01/20/2024
17,4122,56,08/03/2024
12,3522,735,08/09/2024
14,2495,895,11/20/2024
7,4832,492,09/05/2024
9,723,25,11/12/2024
18,4295,797,02/25/2024
10,2901,755,09/10/2024
7,3879,873,07/09/2024
7,1941,103,10/26/2024
19,3785,688,12/23/2024
19,1812,452,03/30/2024
17,1180,246,07/16/2024
17,1882,512,05/25/2024
10,4101,727,02/16/2024
10,334,939,03/27/2024
11,2695,505,03/15/2024
17,3007,375,07/09/2024
11,4458,911,02/21/2024
9,4957,910,10/09/2024
5,409,56,09/05/2024
11,4517,624,04/28/2024
12,243,992,06/24/2024
9,181,393,03/25/2024
2,2586,62,05/22/2024
12,3432,943,10/22/2024
5,3942,49,10/15/2024
5,4726,950,03/16/2024
5,1394,414,04/25/2024
5,372,954,07/13/2024
15,4527,882,07/02/2024
1,18,484,07/28/2024
3,4930,501,07/25/2024
3,462,25,06/03/2024
2,4202,994,01/06/2024
16,3016,209,08/22/2024
17,522,880,03/12/2024
15,470,297,06/22/2024
7,1394,459,05/26/2024
3,4151,214,08/05/2024
10,2966,498,01/09/2024
9,177,58,02/29/2024
9,1442,186,02/22/2024
5,1668,81,03/27/2024
4,130,989,12/12/2024
7,2211,305,09/05/2024
5,1050,966,08/24/2024
13,1801,763,11/09/2024
14,4475,117,02/16/2024
10,2357,336,10/06/2024
17,363,462,11/20/2024
9,4487,331,12/22/2024
8,4804,821,06/16/2024
4,337,24,05/30/2024
17,4448,547,11/09/2024
2,2580,908,05/04/2024
10,3608,569,06/29/2024
13,1240,692,10/20/2024
16,3928,806,07/24/2024
16,4812,822,01/04/2024
10,843,859,02/15/2024
5,368,549,11/08/2024
7,4827,844,08/10/2024
18,5,275,10/10/2024
18,3204,25,01/10/2024
6,3281,795,10/25/2024
13,4501,347,05/04/2024
7,4660,492,02/12/2024
11,3432,244,09/06/2024
4,1777,264,11/28/2024
15,731,998,05/29/2024
2,1905,825,10/04/2024
16,3058,293,10/01/2024
17,2463,379,05/07/2024
8,1240,107,12/28/2024
16,316,247,02/21/2024
1,2044,715,09/21/2024
17,683,798,03/03/2024
13,1405,218,09/25/2024
2,3584,386,10/11/2024
2,1691,199,12/05/2024
19,56,935,08/14/2024
13,488,186,05/17/2024
6,3544,562,06/06/2024
11,1048,638,11/11/2024
13,3664,238,07/08/2024
2,2771,880,02/27/2024
5,2139,549,03/15/2024
15,1917,733,04/14/2024
12,800,155,12/20/2024
10,3052,84,04/19/2024
2,4967,483,04/10/2024
17,2670,26,01/27/2024
6,177,695,10/22/2024
9,2991,839,09/30/2024
18,3604,866,12/19/2024
13,818,944,07/06/2024
7,3875,790,01/09/2024
3,4423,189,02/02/2024
12,3452,696,03/01/2024
19,4718,54,05/02/2024
7,2191,623,03/16/2024
14,3521,237,07/12/2024
6,99,535,05/25/2024
2,4528,162,12/22/2024
11,4808,455,10/05/2024
14,3357,7,02/13/2024
13,1246,793,02/23/2024
3,3418,385,07/03/2024
8,337,259,02/10/2024
16,4106,750,11/30/2024
17,3804,478,10/12/2024
8,2507,928,09/04/2024
16,4672,341,01/06/2024
12,3357,43,03/09/2024
8,4570,388,12/19/2024
11,1266,555,11/24/2024
7,1717,646,08/27/2024
12,3866,799,01/06/2024
8,1603,146,03/07/2024
8,3961,618,08/04/2024
5,4294,450,10/23/2024
18,4724,72,04/10/2024
15,101,302,12/09/2024
16,2457,405,05/26/2024
4,647,155,08/12/2024
13,1174,374,07/12/2024
10,833,171,04/13/2024
11,484,339,03/01/2024
17,2548,679,03/31/2024
14,4279,991,08/15/2024
16,247,584,03/06/2024
13,1225,72,09/04/2024
16,268,118,04/22/2024
2,333,22,03/06/2024
13,1516,291,03/20/2024
5,1438,202,05/18/2024
11,1319,954,08/01/2024
15,3184,637,04/01/2024
16,2138,793,04/30/2024
15,2086,565,08/02/2024
13,3409,995,07/01/2024
12,3803,300,07/27/2024
3,4612,693,02/22/2024
4,3223,66,04/09/2024
19,1985,121,07/19/2024
19,4404,804,05/03/2024
5,4935,63,07/18/2024
12,1160,471,12/02/2024
4,888,109,05/24/2024
10,1032,322,12/10/2024
8,1881,156,12/16/2024
13,681,300,01/16/2024
2,2436,676,11/05/2024
1,1378,36,09/07/2024
3,1330,32,03/04/2024
8,4650,226,08/28/2024
3,197,980,09/03/2024
10,1867,108,08/04/2024
10,1132,994,07/18/2024
19,1260,27,09/13/2024
4,271,133,04/21/2024
1,3003,522,07/09/2024
12,1276,897,08/28/2024
5,2295,765,08/03/2024
7,3701,498,05/30/2024
16,3223,16,11/05/2024
1,2874,531,04/08/2024
15,893,900,09/17/2024
18,4657,195,03/05/2024
10,3067,953,03/20/2024
15,1484,587,03/13/2024
5,4861,95,02/13/2024
2,518,84,01/17/2024
1,2893,472,07/05/2024
2,883,757,04/02/2024
19,1416,968,05/13/2024
18,1225,22,04/08/2024
7,1156,947,12/20/2024
1,4587,834,12/03/2024
2,513,826,07/28/2024
9,2348,807,09/11/2024
15,4836,882,09/02/2024
6,3292,902,08/15/2024
3,4409,682,12/25/2024
6,3125,347,10/22/2024
4,3558,855,09/03/2024
8,1033,961,06/05/2024
10,3622,529,04/09/2024
16,519,238,03/25/2024
17,1402,856,04/16/2024
17,584,191,12/07/2024
6,2693,835,07/21/2024
5,1305,342,04/21/2024
14,3917,385,07/23/2024
6,3996,722,12/04/2024
4,1396,558,12/27/2024
8,4620,271,06/14/2024
18,1219,928,01/08/2024
2,3839,662,03/26/2024
9,3958,897,03/31/2024
15,3877,506,10/06/2024
17,2966,115,09/23/2024
11,2490,931,08/28/2024
11,4726,924,05/16/2024
18,2171,171,07/12/2024
16,3646,837,01/27/2024
4,1825,280,09/30/2024
7,4694,67,01/12/2024
14,314,375,12/14/2024
15,1504,76,12/06/2024
10,2305,808,09/25/2024
10,4406,165,07/28/2024
6,3296,736,07/12/2024
7,4131,624,01/02/2024
18,3879,519,10/12/2024
15,372,598,01/24/2024
18,4512,835,08/18/2024
15,4344,79,12/01/2024
2,266,25,09/06/2024
4,1755,518,08/19/2024
8,3875,562,12/18/2024
5,2082,971,09/29/2024
14,137,154,04/11/2024
4,799,115,07/20/2024
10,3506,365,03/05/2024
5,3497,936,02/07/2024
6,3212,424,12/14/2024
2,92,632,05/17/2024
6,4732,137,10/13/2024
18,1334,1,05/27/2024
9,4203,846,05/11/2024
3,3224,573,09/02/2024
2,4518,767,09/25/2024
9,4298,17,06/28/2024
6,1438,410,11/14/2024
11,4686,510,05/25/2024
6,819,730,01/30/2024
8,563,547,10/01/2024
1,4428,199,06/07/2024
14,2624,873,04/03/2024
6,4200,594,08/01/2024
1,3231,939,06/16/2024
13,375,957,11/09/2024
3,2045,462,12/09/2024
1,3872,91,04/17/2024
13,4354,118,08/31/2024
5,499,188,06/26/2024
10,4160,380,04/01/2024
8,937,372,08/10/2024
5,2511,125,02/22/2024
1,2080,98,10/02/2024
13,39,753,07/01/2024
12,1127,832,03/08/2024
15,135,40,01/10/2024
4,2159,908,04/25/2024
14,457,529,04/13/2024
5,101,417,04/26/2024
7,2115,364,05/20/2024
8,1641,131,12/10/2024
15,2380,965,04/20/2024
4,1716,863,01/08/2024
11,3333,269,09/19/2024
9,4308,202,12/06/2024
14,1674,365,07/28/2024
9,3618,598,05/28/2024
13,3592,666,10/02/2024
6,3087,113,11/14/2024
12,3094,637,07/08/2024
2,3613,25,06/05/2024
15,1101,484,11/08/2024
18,4294,768,09/17/2024
11,2976,172,05/01/2024
9,2669,98,11/18/2024
13,4324,994,10/29/2024
8,587,617,05/14/2024
7,750,615,03/11/2024
4,4072,821,06/18/2024
2,567,768,12/17/2024
16,2217,203,05/21/2024
10,3236,918,09/12/2024
4,1591,339,04/22/2024
10,3034,238,07/19/2024
3,4522,655,01/01/2024
10,2767,370,08/26/2024
3,2822,667,05/26/2024
2,4270,74,06/22/2024
6,1027,360,11/23/2024
18,2278,728,10/28/2024
5,797,796,06/27/2024
6,1753,811,08/05/2024
3,981,729,09/14/2024
8,2466,389,08/02/2024
17,1379,56,07/30/2024
9,1224,765,01/15/2024
2,985,223,12/21/2024
18,1299,799,12/11/2024
18,2500,556,08/04/2024
18,4287,36,11/20/2024
16,1563,764,08/14/2024
2,2303,956,05/09/2024
6,4003,982,10/24/2024
13,643,725,09/25/2024
16,740,972,04/09/2024
19,147,559,11/15/2024
9,2266,478,10/04/2024
12,2306,97,01/01/2024
17,2551,500,11/14/2024
15,667,433,12/01/2024
12,907,126,10/03/2024
18,1011,235,04/01/2024
3,2491,415,11/04/2024
3,4202,466,05/09/2024
4,4442,710,08/21/2024
17,4363,215,02/09/2024
6,1692,309,09/04/2024
1,3882,778,10/28/2024
17,2897,564,11/30/2024
19,3593,571,11/06/2024
13,2387,808,02/23/2024
1,1060,945,06/22/2024
14,3705,88,12/11/2024
16,4896,886,02/15/2024
18,3129,743,10/04/2024
1,91,832,10/04/2024
9,1366,238,04/13/2024
5,3314,612,03/08/2024
1,4054,102,07/24/2024
12,4952,320,03/02/2024
15,4490,609,06/30/2024
6,2789,166,10/30/2024
14,4222,179,10/03/2024
16,2475,212,01/27/2024
15,3639,799,08/29/2024
10,3390,965,02/01/2024
17,3930,289,09/30/2024
4,2934,56,09/12/2024
14,2889,885,02/05/2024
4,3557,93,08/23/2024
4,165,744,02/05/2024
10,1685,566,09/21/2024
8,4037,853,11/25/2024
3,4038,426,12/01/2024
10,4389,924,09/01/2024
4,3730,359,03/19/2024
11,1556,802,03/15/2024
8,2610,270,11/24/2024
6,3215,118,07/07/2024
3,2331,678,11/23/2024
12,1198,516,01/22/2024
7,2814,14,05/04/2024
17,3753,918,10/22/2024
2,797,98,04/12/2024
11,1265,82,06/27/2024
18,2477,655,11/02/2024
19,3878,334,02/10/2024
3,2631,815,10/21/2024
19,1847,996,02/01/2024
7,1444,614,12/30/2024
12,4218,84,01/13/2024
17,4210,285,01/06/2024
7,664,689,05/26/2024
6,2992,755,02/22/2024
12,2447,32,06/25/2024
4,3549,755,06/19/2024
5,3416,272,03/05/2024
6,308,277,12/28/2024
18,2736,525,11/07/2024
3,68,472,10/22/2024
11,1365,243,09/04/2024
11,379,975,10/25/2024
2,1592,85,06/28/2024
2,3098,288,04/15/2024
7,3115,812,03/14/2024
7,2312,710,06/28/2024
17,648,372,04/22/2024
13,1671,247,05/26/2024
9,838,179,08/17/2024
2,1162,277,06/05/2024
9,3433,331,12/06/2024
2,3394,187,12/08/2024
11,4375,806,08/05/2024
18,1125,81,12/06/2024
15,137,78,04/30/2024
5,2763,212,08/18/2024
1,2521,355,09/21/2024
3,3267,783,07/09/2024
4,1701,744,03/24/2024
10,1026,22,07/04/2024
7,1251,613,07/15/2024
9,2003,909,12/16/2024
16,2799,877,09/27/2024
5,1710,262,12/22/2024
17,544,122,02/20/2024
9,2239,625,02/03/2024
17,862,105,07/09/2024
9,1173,616,06/14/2024
10,4119,285,11/04/2024
19,3367,43,01/06/2024
3,2077,937,01/09/2024
9,3202,924,03/03/2024
5,1847,620,02/29/2024
19,1036,908,05/05/2024
13,749,757,02/12/2024
17,2331,503,12/15/2024
7,183,643,11/06/2024
19,4514,565,04/18/2024
6,2103,628,08/06/2024
16,3967,268,12/03/2024
19,4046,452,04/22/2024
3,2958,412,01/31/2024
14,333,804,10/13/2024
4,363,999,04/19/2024
9,3213,919,04/18/2024
18,1285,423,03/27/2024
4,2216,732,07/12/2024
17,4256,661,07/27/2024
8,2085,568,07/27/2024
16,333,394,09/10/2024
2,3195,603,09/18/2024
6,2133,527,02/06/2024
2,4447,733,03/01/2024
1,3418,819,03/04/2024
10,1131,528,09/20/2024
6,403,403,09/14/2024
13,352,666,05/07/2024
7,3053,31,06/10/2024
3,3032,718,12/15/2024
10,2332,880,12/10/2024
6,2989,583,01/16/2024
13,781,210,10/04/2024
19,2231,977,03/20/2024
15,4670,728,02/28/2024
13,4079,631,09/14/2024
15,4917,495,06/14/2024
2,3372,714,12/03/2024
17,1559,54,03/12/2024
9,2305,634,05/18/2024
10,4736,612,05/22/2024
18,1947,170,11/28/2024
9,35,623,11/14/2024
11,3887,797,07/17/2024
2,437,448,11/03/2024
8,275,209,09/15/2024
17,3397,177,05/12/2024
10,981,463,08/20/2024
17,4958,409,09/08/2024
6,3652,432,07/17/2024
14,4042,472,11/14/2024
10,3450,536,03/15/2024
14,1187,176,09/11/2024
3,2687,376,03/28/2024
5,629,477,11/10/2024
11,3630,324,08/08/2024
9,1846,555,07/19/2024
2,3501,905,06/25/2024
7,2413,291,08/08/2024
8,4812,84,03/12/2024
8,819,456,01/08/2024
17,2719,830,07/20/2024
1,3865,813,09/11/2024
7,572,884,04/26/2024
4,4927,360,07/04/2024
16,3670,4,07/03/2024
7,3782,935,12/22/2024
6,3632,622,04/24/2024
3,2518,103,03/22/2024
10,2751,714,08/11/2024
2,3099,806,02/02/2024
19,3683,839,01/05/2024
15,2262,456,09/21/2024
13,2861,418,08/21/2024
1,737,614,01/01/2024
3,4407,219,09/30/2024
17,2747,848,04/03/2024
9,1939,137,10/01/2024
17,1982,54,01/06/2024
14,3251,611,11/21/2024
4,573,553,04/15/2024
10,3228,223,12/17/2024
4,631,278,02/04/2024
1,2123,540,07/22/2024
7,1997,352,01/11/2024
17,2945,155,07/01/2024
13,3075,504,06/01/2024
7,2831,643,02/12/2024
12,4167,371,09/02/2024
4,3818,743,11/20/2024
16,1857,510,05/19/2024
8,1107,804,01/24/2024
9,2317,210,04/15/2024
5,4712,952,08/25/2024
3,975,359,12/12/2024
2,623,484,03/29/2024
6,2568,225,03/24/2024
4,2176,953,10/30/2024
11,2683,158,12/02/2024
11,4049,560,10/22/2024
18,367,309,08/11/2024
17,3020,758,04/19/2024
7,530,277,07/18/2024
6,523,462,04/23/2024
5,3695,227,02/04/2024
11,4069,709,05/21/2024
3,2217,82,11/01/2024
1,4942,973,04/28/2024
3,3595,568,09/18/2024
1,4737,453,12/22/2024
18,3708,94,05/26/2024
16,2732,545,10/05/2024
5,3607,425,03/09/2024
12,2056,467,10/14/2024
11,2119,170,03/17/2024
5,2686,158,08/26/2024
4,765,855,07/16/2024
16,80,170,04/11/2024
14,10,761,12/27/2024
3,1280,935,04/14/2024
11,4391,239,07/05/2024
14,725,308,01/09/2024
18,3459,377,01/15/2024
11,2993,279,05/16/2024
1,3014,638,04/27/2024
6,1164,681,07/05/2024
9,538,294,02/14/2024
4,3466,263,03/24/2024
11,4041,766,09/22/2024
6,4391,414,08/30/2024
9,208,915,08/04/2024
16,3874,538,05/11/2024
9,272,412,03/24/2024
2,4174,674,12/14/2024
9,4726,261,12/18/2024
13,1702,333,04/01/2024
16,1409,33,04/25/2024
17,4529,746,09/17/2024
10,174,161,01/17/2024
12,752,775,12/11/2024
5,3962,72,03/03/2024
13,1196,553,01/26/2024
3,1767,501,01/12/2024
14,3267,483,12/19/2024
11,1352,537,04/19/2024
2,4721,672,11/03/2024
3,3466,965,08/31/2024
15,4972,862,08/12/2024
16,2375,743,01/10/2024
3,2370,66,03/25/2024
19,2708,355,01/14/2024
4,2445,191,10/07/2024
4,998,497,03/22/2024
5,1166,599,01/15/2024
18,44,301,11/18/2024
4,3371,325,08/22/2024
18,914,73,09/27/2024
2,911,511,05/24/2024
7,721,899,03/14/2024
14,409,419,07/16/2024
9,672,395,02/15/2024
3,2063,258,05/09/2024
12,2884,869,05/29/2024
6,3764,299,05/18/2024
18,463,115,09/20/2024
19,2397,36,02/13/2024
14,1939,541,09/28/2024
1,1541,917,02/03/2024
9,2563,202,08/29/2024
9,3290,952,10/31/2024
11,4542,437,04/29/2024
3,4312,752,02/29/2024
16,3484,49,05/19/2024
9,2717,480,06/11/2024
8,4949,180,03/21/2024
10,913,938,07/12/2024
5,2383,292,07/08/2024
6,713,753,12/09/2024
16,3327,429,12/25/2024
19,4442,166,08/25/2024
19,3426,964,04/19/2024
18,930,96,01/02/2024
13,2294,832,12/11/2024
1,3631,109,06/13/2024
13,4822,493,12/20/2024
13,2555,842,02/02/2024
2,1070,376,08/08/2024
1,183,299,11/30/2024
17,1862,753,06/17/2024
8,2084,380,02/28/2024
18,4980,34,12/20/2024
8,3638,985,06/11/2024
10,2072,964,12/19/2024
6,2310,371,09/23/2024
9,1891,622,05/25/2024
9,1434,377,01/27/2024
13,4700,610,12/09/2024
9,4667,695,08/19/2024
9,3788,276,01/23/2024
15,639,32,12/04/2024
2,3485,515,06/11/2024
9,4174,536,03/02/2024
16,4574,803,03/16/2024
14,1351,667,01/30/2024
1,3478,966,03/25/2024
1,2301,54,01/03/2024
8,3507,909,05/31/2024
9,3469,345,12/13/2024
14,982,442,01/12/2024
12,2110,787,04/29/2024
15,3777,385,06/08/2024
1,1653,247,06/29/2024
7,3447,216,12/22/2024
6,347,575,07/30/2024
16,1623,153,05/17/2024
8,2984,328,12/03/2024
12,278,935,07/11/2024
14,4033,790,09/12/2024
7,892,266,10/16/2024
15,1959,684,07/13/2024
10,4633,277,10/04/2024
6,2035,156,12/21/2024
17,4788,357,02/06/2024
16,4717,955,08/19/2024
2,2867,859,12/24/2024
13,1688,884,09/27/2024
6,2510,683,01/25/2024
5,4038,339,10/25/2024
4,590,498,06/10/2024
14,3592,627,03/18/2024
2,2194,463,06/22/2024
19,2087,380,03/21/2024
19,242,305,08/20/2024
3,4206,783,06/09/2024
14,1502,965,07/09/2024
2,1000,719,07/11/2024
10,1173,56,03/30/2024
11,1373,522,10/18/2024
18,3811,604,08/30/2024
14,4490,749,09/20/2024
1,2885,820,10/29/2024
16,4239,335,04/25/2024
11,1507,102,06/29/2024
7,2538,937,12/01/2024
5,4061,490,10/03/2024
12,3631,933,05/04/2024
15,926,635,05/22/2024
2,1866,250,03/15/2024
15,1659,572,12/14/2024
4,4807,436,05/09/2024
3,1324,491,02/21/2024
7,3698,11,09/28/2024
1,1507,194,03/07/2024
17,4893,217,10/08/2024
16,3648,950,03/25/2024
2,849,639,05/30/2024
12,162,880,09/24/2024
4,4770,879,07/21/2024
2,3262,714,04/17/2024
16,88,376,06/17/2024
9,3604,77,09/16/2024
8,2570,774,04/15/2024
18,661,326,01/01/2024
18,1362,49,09/02/2024
15,660,460,12/27/2024
